"come";"move toward, travel toward something or somebody or approach something or somebody";"""He came singing down the road""; ""Come with me to the Casbah""; ""come down here!""; ""come out of the closet!""; ""come into the room"";";[sound:videos_bsl_signstation_come.mp4];"https://media.signbsl.com/videos/bsl/signstation/come.mp4";"<i>come</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/come";"Verbs GCSE_vocabulary"
"people";"(plural) any group of human beings (men or women or children) collectively";"""old people""; ""there were at least 200 people in the audience"";";[sound:videos_bsl_signstation_people.mp4];"https://media.signbsl.com/videos/bsl/signstation/people.mp4";"<i>people</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/people";"People GCSE_vocabulary Signature_Level_1_Award"
"take";"pick out, select, or choose from a number of alternatives";"""Take any one of these cards""; ""Choose a good husband for your daughter""; ""She selected a pair of shoes from among the dozen the salesgirl had shown her"";";[sound:videos_bsl_signstation_choose.mp4];"https://media.signbsl.com/videos/bsl/signstation/choose.mp4";"<i>choose</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/take";"Verbs"
"take";"take somebody somewhere";"""We lead him to our chief""; ""can you take me to the main entrance?""; ""He conducted us to the palace"";";[sound:videos_bsl_signstation_lead.mp4];"https://media.signbsl.com/videos/bsl/signstation/lead.mp4";"<i>lead</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/take";"Verbs"
"take";"require as useful, just, or proper";"""It takes nerve to do what she did""; ""success usually requires hard work""; ""This job asks a lot of patience and skill""; ""This position demands a lot of personal sacrifice""; ""This dinner calls for a spectacular dessert"";";[sound:videos_bsl_signstation_involve.mp4];"https://media.signbsl.com/videos/bsl/signstation/involve.mp4";"<i>involve</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/take";"Verbs"
"year";"a period of time containing 365 (or 366) days";"""she is 4 years old""; ""in the year 1920"";";[sound:videos_bsl_signstation_year.mp4];"https://media.signbsl.com/videos/bsl/signstation/year.mp4";"<i>year</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/year";"Calendar_time GCSE_vocabulary Signature_Level_1_Award"
"some";"unknown or unspecified";"""some lunatic drove into my car""; ""some man telephoned while you were out""; ""some day my prince will come""; ""some enchanted evening"";";[sound:videos_bsl_signstation_some.mp4];"https://media.signbsl.com/videos/bsl/signstation/some.mp4";"<i>some</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/some";"Adjectives_and_Adverbs GCSE_vocabulary"
"some";"(of quantities) imprecise but fairly close to correct";"""lasted approximately an hour""; ""in just about a minute""; ""he's about 30 years old""; ""I've had about all I can stand""; ""we meet about once a month""; ""some forty people came""; ""weighs around a hundre;";[sound:videos_bsl_signstation_around.mp4];"https://media.signbsl.com/videos/bsl/signstation/around.mp4";"<i>around</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/some";"Adjectives_and_Adverbs"
"want";"feel or have a desire for; want strongly";"""I want to go home now""; ""I want my own room"";";[sound:videos_bsl_signstation_want.mp4];"https://media.signbsl.com/videos/bsl/signstation/want.mp4";"<i>want</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/want";"Verbs GCSE_vocabulary"
"how";"to what extent or amount or degree";"""how tall is she?"";";[sound:videos_bsl_signstation_how.mp4];"https://media.signbsl.com/videos/bsl/signstation/how.mp4";"<i>how</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/how";"Questions GCSE_vocabulary Signature_Level_1_Award"
"when";"at what time, at the time at which";"";[sound:videos_bsl_signstation_when.mp4];"https://media.signbsl.com/videos/bsl/signstation/when.mp4";"<i>when</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/when";"Questions GCSE_vocabulary"
"which";"asking for information specifying one or more people or things from a definite set";"""which are the best varieties of grapes for long keeping?"";";[sound:videos_bsl_signstation_which.mp4];"https://media.signbsl.com/videos/bsl/signstation/which.mp4";"<i>Which</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/which";"Questions GCSE_vocabulary"
"now";"without delay or hesitation; with no time intervening";"""he answered immediately""; ""found an answer straightaway""; ""an official accused of dishonesty should be suspended forthwith""; ""Come here now!"";";[sound:videos_bsl_signstation_101-06-1115.mp4];"https://media.signbsl.com/videos/bsl/signstation/101-06-1115.mp4";"<i>Straight-Away</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/now";"Time_related_terms"
"now";"at the present moment";"""goods now on sale""; ""the now-aging dictator""; ""they are now abroad""; ""he is busy at present writing a new novel""; ""it could happen any time now"";";[sound:videos_bsl_signstation_now.mp4];"https://media.signbsl.com/videos/bsl/signstation/now.mp4";"<i>now</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/now";"Time_related_terms"
"now";"in these times";"""it is solely by their language that the upper classes nowadays are distinguished""- Nancy Mitford; ""we now rarely see horse-drawn vehicles on city streets""; ""today almost every home has television"";";[sound:videos_bsl_signon_mp4_shw14.mp4];"https://media.signbsl.com/videos/bsl/signon/mp4/shw14.mp4";"<i>nowadays</i>";"https://signbsl.com/sign/now";"Time_related_terms"
"like";"find enjoyable or agreeable";"""I like jogging""; ""She likes to read Russian novels"";";[sound:videos_bsl_signstation_like.mp4];"https://media.signbsl.com/videos/bsl/signstation/like.mp4";"<i>like</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/like";"Verbs GCSE_vocabulary"
"like";"having the same or similar characteristics";"""all politicians are alike""; ""they looked utterly alike""; ""friends are generaly alike in background and taste"";";[sound:videos_bsl_signstation_like-2.mp4];"https://media.signbsl.com/videos/bsl/signstation/like-2.mp4";"<i>like</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/like";"Verbs"
"other";"not the same one or ones already mentioned or implied";"""today isn't any other day""- the White Queen; ""the construction of highways and other public works""; ""he asked for other employment""; ""any other person would tell the truth""; ""his other books are sti;";[sound:videos_bsl_signstation_other.mp4];"https://media.signbsl.com/videos/bsl/signstation/other.mp4";"<i>other</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/other";"Adjectives_and_Adverbs GCSE_vocabulary"
"other";"further or added";"""called for additional troops""; ""need extra help""; ""an extra pair of shoes""; ""I have no other shoes""; ""there are other possibilities"";";[sound:videos_bsl_signstation_additional.mp4];"https://media.signbsl.com/videos/bsl/signstation/additional.mp4";"<i>additional</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/other";"Adjectives_and_Adverbs"
"then";"subsequently or soon afterward (often used as sentence connectors)";"""then he left""; ""go left first, then right""; ""first came lightning, then thunder""; ""we watched the late movie and then went to bed""; ""and so home and to bed"";";[sound:videos_bsl_signstation_then.mp4];"https://media.signbsl.com/videos/bsl/signstation/then.mp4";"<i>then</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/then";"Time_related_terms"
"look";"the act of directing the eyes toward something and perceiving it visually";"""he went out to have a look""; ""his look was fixed on her eyes""; ""he gave it a good looking at""; ""his camera does his looking for him"";";[sound:videos_bsl_signstation_look.mp4];"https://media.signbsl.com/videos/bsl/signstation/look.mp4";"<i>look</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/look";"Verbs GCSE_vocabulary"
"look";"look forward to the probable occurrence of";"""We were expecting a visit from our relatives""; ""She is looking to a promotion""; ""he is waiting to be drafted"";";[sound:videos_bsl_signstation_expect.mp4];"https://media.signbsl.com/videos/bsl/signstation/expect.mp4";"<i>expect</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/look";"Verbs"
"look";"the expression on a person's face";"""a sad expression""; ""a look of triumph""; ""an angry face"";";[sound:videos_bsl_signstation_face.mp4];"https://media.signbsl.com/videos/bsl/signstation/face.mp4";"<i>face</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/look";"Verbs"
"look";"give a certain impression or have a certain outward aspect";"""She seems to be sleeping""; ""This appears to be a very difficult problem""; ""This project looks fishy""; ""They appeared like people who had not eaten or slept for a long time"";";[sound:videos_bsl_signstation_seem.mp4];"https://media.signbsl.com/videos/bsl/signstation/seem.mp4";"<i>seem</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/look";"Verbs"
"look";"have a certain outward or facial expression";"""How does she look?""; ""The child looks unhappy""; ""She looked pale after the surgery"";";[sound:videos_bsl_signstation_look-2.mp4];"https://media.signbsl.com/videos/bsl/signstation/look-2.mp4";"<i>look</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/look";"Verbs"
"way";"a journey or passage";"""they are on the way"";";[sound:videos_bsl_signstation_way.mp4];"https://media.signbsl.com/videos/bsl/signstation/way.mp4";"<i>way</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/way";"Objects GCSE_vocabulary"
"way";"how a result is obtained or an end is achieved";"""a means of control""; ""an example is the best agency of instruction""; ""the true way to success"";";[sound:videos_bsl_uploads_mp4_means.mp4];"https://media.signbsl.com/videos/bsl/uploads/mp4/means.mp4";"<i>means</i> <span style=""color:#666; font-size:80%;"">- Kerri Sims</span>";"https://signbsl.com/sign/way";"Objects"
"more";"used to form the comparative of some adjectives and adverbs";"""more interesting""; ""more beautiful""; ""more quickly"";";[sound:videos_bsl_signstation_more.mp4];"https://media.signbsl.com/videos/bsl/signstation/more.mp4";"<i>more</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/more";"Adjectives_and_Adverbs GCSE_vocabulary"
